Year,Month,Day,UWnd
1901,3,18,16.333015
1901,3,19,18.389076
1901,3,20,17.156456
1901,3,21,17.351095
1901,3,22,17.574242
1901,3,23,17.29225
1901,3,24,16.45676
1901,3,25,14.765232
1901,3,26,12.532455
1901,3,27,11.116902
1901,3,28,12.470819
1901,3,29,12.297985
1901,3,30,9.2169199
1901,3,31,8.0198936
1901,4,1,7.9269094
1901,4,2,8.6590366
1901,4,3,9.5034389
1901,4,4,9.6414719
1901,4,5,10.25211
1901,4,6,10.501797
1901,4,7,12.181967
1901,4,8,13.385657
1901,4,9,14.36991
1901,4,10,14.471999
1901,4,11,14.606795
1901,4,12,15.788724
1901,4,13,16.679283
1901,4,14,17.65255
1901,4,15,17.419086
1901,4,16,17.543928
1901,4,17,18.866169
1901,4,18,20.312477
1901,4,19,19.563082
1901,4,20,17.120733
1901,4,21,14.440909
1901,4,22,12.408474
1901,4,23,12.24397
1901,4,24,12.671798
1901,4,25,11.320995
1901,4,26,9.8944674
1901,4,27,10.31184
1901,4,28,11.661377
1901,4,29,12.262914
1901,4,30,12.333805
1901,5,1,12.739402
1901,5,2,10.859867
1901,5,3,9.5317936
1901,5,4,7.8059173
1901,5,5,8.5339012
1901,5,6,9.5967588
1901,5,7,9.7381449
1901,5,8,10.599771
1901,5,9,11.356697
1901,5,10,12.435461
1901,5,11,13.078897
1901,5,12,11.053885
1901,5,13,9.5695114
1901,5,14,8.3919659
1901,5,15,7.5491972
1901,5,16,8.7194939
1901,5,17,7.8179097
1901,5,18,6.6958408
1901,5,19,5.7184982
1901,5,20,6.0159335
1901,5,21,7.6541028
1901,5,22,8.8979206
1901,5,23,9.5317154
1901,5,24,9.4285669
1901,5,25,10.353334
1901,5,26,11.533284
1901,5,27,12.37247
1901,5,28,12.406753
1901,5,29,12.170264
1901,5,30,12.225256
1901,5,31,12.182775
1901,6,1,12.121487
1901,6,2,12.342604
1901,6,3,13.170539
1901,6,4,13.728639
1901,6,5,14.451328
1901,6,6,14.845119
1901,6,7,13.808372
1901,6,8,13.377635
1901,6,9,13.814499
1901,6,10,14.003757
1901,6,11,13.421536
1901,6,12,13.449449
1901,6,13,14.635511
1901,6,14,15.901164
1901,6,15,14.324574
1901,6,16,15.254843
1901,6,17,15.940468
1901,6,18,17.417274
1901,6,19,18.570061
1901,6,20,18.981611
1901,6,21,18.998808
1901,6,22,18.212517
1901,6,23,16.237219
1901,6,24,15.062661
1901,6,25,13.540938
1901,6,26,12.353633
1901,6,27,11.930493
1901,6,28,13.137712
1901,6,29,13.778915
1901,6,30,13.574414
1901,7,1,13.830273
1901,7,2,14.06859
1901,7,3,13.837161
1901,7,4,13.743715
1901,7,5,13.868159
1901,7,6,14.282854
1901,7,7,14.351618
1901,7,8,15.032061
1901,7,9,15.891938
1901,7,10,15.655247
1901,7,11,15.952594
1901,7,12,16.333893
1901,7,13,15.468172
1901,7,14,15.484922
1901,7,15,14.929651
1901,7,16,15.108217
1901,7,17,14.520014
1901,7,18,14.988899
1901,7,19,16.317547
1901,7,20,16.164341
1901,7,21,15.761891
1901,7,22,15.774838
1901,7,23,16.009838
1901,7,24,15.417167
1901,7,25,14.706427
