Year,Month,Tin,Tout
1915,5,0.68131207,-1.5497605
1915,6,-0.23907353,-1.7893661
1915,7,-0.41060317,-1.8361942
1915,8,-1.3489164,-0.81550388
1915,9,1.186545,-0.44882745
1915,10,1.4057798,0.64514106
1915,11,1.3777903,0.42252577
1915,12,-0.012997971,0.70555047
1916,1,4.2209821,-2.1996858
1916,2,-0.052425751,-0.62846099
1916,3,-0.43196579,0.42102338
1916,4,-0.99377589,-0.43203886
1916,5,1.2770078,-1.1342408
1916,6,-0.81623138,-1.3973831
1916,7,0.4575432,0.12860444
1916,8,0.85363688,-0.48282946
1916,9,-0.5601457,-0.56779341
1916,10,0.21131923,-1.3067084
1916,11,0.053841357,-1.1863379
1916,12,-0.29183799,-2.3029355
1917,1,3.1063056,-1.3724626
1917,2,0.011604282,-2.615729
1917,3,0.43426313,-2.3872118
1917,4,-0.19514498,-1.7198198
1917,5,-2.7756942,-2.7052388
1917,6,-0.4740204,-1.1027078
1917,7,-0.18168755,0.6448314
1917,8,-0.62468816,-0.55434865
1917,9,-0.78948184,-0.044707384
1917,10,-2.9818504,-1.6801251
1917,11,-1.4585122,1.6196697
1917,12,-4.2904623,-0.80175296
1918,1,-4.7695662,-2.2656261
1918,2,2.459441,-0.52091899
1918,3,3.2882654,2.0202586
1918,4,-1.3590439,-1.0771181
1918,5,1.6920732,-0.28522597
1918,6,1.1212977,1.345611
1918,7,-0.93567187,-0.6739704
1918,8,1.5528491,-0.1807208
1918,9,-2.6839574,-1.0230025
1918,10,2.2353189,0.97259711
1918,11,-0.88537052,-0.72417644
1918,12,2.9333407,0.76840362
1919,1,1.7386028,1.4374044
1919,2,0.65728969,-1.3386222
1919,3,0.7241814,-0.86794595
1919,4,-0.210831,0.1209423
1919,5,-0.78504267,0.02907483
1919,6,0.6294534,0.18055443
1919,7,0.39624358,0.28180398
1919,8,0.082033554,0.13198236
1919,9,0.76983385,0.53681623
1919,10,4.0998894,-2.1702365
1919,11,0.39937111,-2.0698159
1919,12,-0.80843426,-2.1724401
1920,1,0.92506538,-0.24089482
1920,2,-0.17087088,-0.085029027
1920,3,-0.73717437,-0.88215711
1920,4,-1.3620968,-2.7579292
1920,5,-0.15432645,-0.71134954
1920,6,-0.39490769,-0.91358951
1920,7,-0.62105337,-0.48127522
1920,8,-0.95987848,-0.62651576
1920,9,1.1880204,0.26033136
1920,10,1.053938,0.14852456
1920,11,-1.9975608,-0.97424192
1920,12,0.18828241,0.58055079
1921,1,3.795396,2.5944263
1921,2,2.5576695,1.4938622
1921,3,4.8285977,1.9301549
1921,4,0.0019452736,-0.27928441
1921,5,0.0045830376,-0.23173714
1921,6,1.5978536,0.69586676
1921,7,0.90582331,0.21902249
1921,8,0.36052782,-0.14437939
1921,9,3.3001156,0.41156025
1921,10,-0.22668978,1.0403692
1921,11,1.4656171,-0.031958353
1921,12,2.3684275,1.2548528
1922,1,0.8525121,-1.8972248
1922,2,2.9001505,-2.280657
1922,3,0.50508252,-1.0484572
1922,4,1.3447662,-0.9255296
1922,5,0.94394253,0.25407396
1922,6,0.95276836,0.798851
1922,7,-0.244064,-0.49435116
1922,8,-0.24083973,0.59505996
1922,9,1.4276496,1.4269823
1922,10,0.86253592,0.53491537
1922,11,0.78748155,-0.24312264
1922,12,2.7585475,-0.023524987
1923,1,4.5496062,2.5135998
1923,2,-0.63520561,-2.8126326
1923,3,-0.71711569,-2.1517254
1923,4,-0.51202537,-0.66534429
1923,5,-0.93988763,-0.31999321
1923,6,0.099710132,-0.39109345
1923,7,-0.41708844,0.19908735
1923,8,0.31254495,-0.71729358
1923,9,0.49603825,0.25042364
1923,10,-0.89927191,-1.5567846
1923,11,-1.0769603,0.77248525
1923,12,4.1694891,1.5179049
1924,1,-1.0389598,-1.7781238
1924,2,-0.32684637,1.1505791
1924,3,-2.779724,-2.3380128
1924,4,-0.052105443,-0.65738396
1924,5,-2.3291383,-1.0510765
1924,6,0.82589308,-0.32858736
1924,7,-0.92209784,-0.98390717
1924,8,1.0751912,-0.27350339
1924,9,-1.6400472,-0.71292785
1924,10,0.98275208,0.51838282
1924,11,0.43791532,0.14329624
1924,12,-0.4959527,-3.2014293
1925,1,1.352793,-0.32456816
1925,2,3.4319635,2.212615
1925,3,1.3381539,1.3822481
1925,4,2.364816,1.796512
1925,5,-1.2524946,0.17646127
1925,6,1.9372174,0.21381664
1925,7,0.48642374,0.12138736
1925,8,0.38776894,-0.53300107
1925,9,4.0803806,0.36048537
1925,10,-1.3344376,-3.1334292
1925,11,-1.4385317,-0.57182176
1925,12,-1.1323816,0.65389315
1926,1,0.8036422,0.71995578
1926,2,2.2930183,2.208395
1926,3,-3.1991634,-0.4673112
1926,4,-2.2093518,-0.090776347
1926,5,0.26445973,0.42836192
1926,6,-0.44205642,-0.20747875
1926,7,-0.010634041,-0.1823533
1926,8,0.90879545,-0.10493846
1926,9,2.0073668,-0.9795682
1926,10,1.2246158,0.35923124
1926,11,-2.6117332,-0.38342453
1926,12,1.01212,-0.78260587
1927,1,2.1139484,1.0448246
1927,2,5.1197695,1.4546959
1927,3,0.68212712,0.22739443
1927,4,1.4363364,-0.15242895
1927,5,0.73023507,-0.71933535
1927,6,-0.66581372,-0.76236253
1927,7,-0.3588391,-0.66049444
1927,8,-1.5722781,-1.3812788
1927,9,1.4367273,-0.1456896
1927,10,1.8096844,0.83283802
1927,11,2.2000314,0.84688545
1927,12,-0.53265009,-2.9278245
1928,1,1.2948592,1.5048888
1928,2,0.66032198,0.23440025
1928,3,0.12879499,1.0133922
1928,4,-2.1565792,-1.6403512
1928,5,-0.5755491,0.95219322
1928,6,-1.3739674,-1.5483488
1928,7,0.043725487,-0.23858227
1928,8,0.77451494,-0.4542303
1928,9,-1.3423705,-0.5289868
1928,10,2.0576244,0.18678735
1928,11,-0.69370898,0.044921903
1928,12,0.48790144,0.44440209
1929,1,1.2459771,-2.4576803
1929,2,-2.1781692,-4.1853581
1929,3,2.2054115,0.76793984
1929,4,1.4930732,-0.40625889
1929,5,-0.44572833,-0.94282459
1929,6,-0.522174,-0.6584942
1929,7,-0.17627922,-0.070829737
1929,8,-0.14730625,0.47301129
1929,9,-0.054481928,-0.8302599
1929,10,-0.3886604,0.087431643
1929,11,-1.6098754,-2.0106639
1929,12,0.10877637,1.0300753
1930,1,-0.060851496,-4.0765442
1930,2,4.2980456,3.2362293
1930,3,-1.5187147,-0.53668988
1930,4,1.1891558,1.9483693
1930,5,0.67904721,-0.96435926
1930,6,-0.29739504,-0.19117918
1930,7,1.6432154,0.46586684
1930,8,0.42794893,0.55513477
1930,9,1.4763474,0.47700663
1930,10,-1.039302,-1.330256
1930,11,-0.70577344,-0.42009182
1930,12,-1.3784508,-0.23705738
1931,1,1.780967,2.2541314
1931,2,2.2130831,2.3334487
1931,3,-3.0068287,-0.82673755
1931,4,-1.036155,0.097212031
1931,5,-1.4972503,-0.25453508
1931,6,1.1668455,1.0826669
1931,7,1.1593324,0.92498204
1931,8,-0.62813006,0.064785619
1931,9,2.8217346,1.7019781
1931,10,2.3032907,1.2201948
1931,11,3.381404,0.057581762
1931,12,4.5084944,0.9773409
1932,1,5.3980557,0.18052176
1932,2,5.2892208,0.63726504
1932,3,-2.604056,-2.4148371
1932,4,0.37292086,0.20133079
1932,5,-0.069703157,0.15908639
1932,6,0.96306352,0.18887661
1932,7,1.2152141,-0.037174881
1932,8,0.67003768,0.19887062
1932,9,0.094179047,0.066553276
1932,10,-0.41874654,-1.0328643
1932,11,-2.5604094,-0.18702492
1932,12,0.43540571,-1.9833965
1933,1,5.5226675,2.0544428
1933,2,0.43933461,-3.0083184
1933,3,-0.065625728,0.18446167
1933,4,-0.4284131,-0.8279206
1933,5,2.1048256,-0.80221364
1933,6,1.323422,1.6062107
1933,7,0.11992133,0.89523671
1933,8,0.033645009,-0.080815788
1933,9,2.8820867,1.3260421
1933,10,0.48850834,0.66354311
1933,11,-0.29484709,0.52654088
1933,12,3.9711041,1.7944253
1934,1,3.4307812,3.280082
1934,2,-1.7765875,0.99896851
1934,3,-1.455667,1.105722
1934,4,0.27910206,1.7235795
1934,5,0.75951262,2.7286161
1934,6,2.1763508,0.70360421
1934,7,2.0518854,1.2047315
1934,8,1.2980055,0.66902774
1934,9,0.0029417463,-0.62417489
1934,10,1.5394345,1.4127368
1934,11,1.2820043,1.8686236
1934,12,-0.44436739,0.46280537
1935,1,2.4551529,0.78819197
1935,2,1.3173851,1.3079723
1935,3,3.3627274,0.36000268
1935,4,-0.57872262,-0.9500062
1935,5,-0.46704701,-1.8918585
1935,6,-0.66393179,-0.59348231
1935,7,0.83123639,0.77381784
1935,8,1.0365926,0.28194045
1935,9,-0.050858361,0.20224491
1935,10,0.99857367,-0.37797204
1935,11,-0.20384846,-1.7054386
1935,12,-3.2675793,-0.051928853
1936,1,-0.99333345,-1.0813005
1936,2,-2.7600008,-5.5143925
1936,3,1.9482676,0.56812882
1936,4,-1.3857464,-0.33631851
1936,5,1.4135607,1.8272904
1936,6,1.4994044,0.96028562
1936,7,1.7609912,1.7279376
1936,8,2.1848624,1.166952
1936,9,2.3426905,0.57921391
1936,10,0.67680551,-0.43002012
1936,11,-1.7760392,-0.97138859
1936,12,1.571693,1.1504306
1937,1,5.0194788,-4.4782313
1937,2,0.26228948,-1.5882806
1937,3,-2.0899719,-1.3591436
1937,4,-0.50459519,-0.58605855
1937,5,0.60575086,0.93931025
1937,6,0.98049933,-0.12447792
1937,7,-0.17537606,0.63316021
1937,8,1.174843,1.3925615
1937,9,-0.46923062,0.89824645
1937,10,-0.92990141,0.24495639
1937,11,-2.2775824,-0.13929857
1937,12,-0.65473461,0.53472529
1938,1,1.8838033,1.5559005
1938,2,4.1677502,0.37113784
1938,3,3.8791542,1.4193457
1938,4,0.33245146,0.2763694
1938,5,0.5792174,-0.51340422
1938,6,-0.4403058,0.21361171
1938,7,0.21711781,0.017496116
1938,8,1.5631853,0.70109721
1938,9,0.73972663,1.3622807
1938,10,1.5415895,1.3319406
1938,11,0.24333113,-1.4904376
1938,12,0.2699608,1.384221
1939,1,3.7909478,2.3658363
1939,2,1.9283743,-3.2573773
1939,3,1.47769,0.18694346
1939,4,-1.1029625,0.54822134
1939,5,0.40931468,1.5238034
1939,6,1.1543727,-0.34172298
1939,7,0.45928878,0.63979027
1939,8,0.03837733,0.41634894
1939,9,2.481826,1.2265694
1939,10,1.6723286,0.0079551591
1939,11,-1.7539425,0.8624522
1939,12,1.4512824,3.5495493
1940,1,-6.0117117,-2.2508467
1940,2,-0.6165579,0.15785304
1940,3,-0.92313426,0.14838835
1940,4,-1.0684839,-0.46272798
1940,5,-1.1771559,0.69888595
1940,6,0.096830151,0.51896579
1940,7,-0.52338118,0.44363559
1940,8,0.017562515,0.050077184
1940,9,-0.80953207,0.9624695
1940,10,1.3032676,1.2456628
1940,11,-0.89690771,-1.8371064
1940,12,2.560992,2.1559426
1941,1,2.2222561,1.5620224
1941,2,-1.740129,0.28466482
1941,3,-3.1688999,-0.76725579
1941,4,1.4221378,0.31391094
1941,5,1.3254425,1.0020384
1941,6,0.54777734,-0.6492943
1941,7,0.49072923,0.14549915
1941,8,1.0218093,-0.16100647
1941,9,1.6962245,-0.48448162
1941,10,3.6516734,0.069813289
1941,11,-0.57276492,0.9318417
1941,12,2.1625824,2.2395271
1942,1,0.31848325,0.54468886
1942,2,-1.5347756,-1.6503671
1942,3,0.13739127,-0.19274224
1942,4,0.91720717,1.0496566
1942,5,0.085659409,-0.90878484
1942,6,0.67849378,-0.80615495
1942,7,0.55194287,0.0067290728
1942,8,-0.2344732,-0.085928669
1942,9,-0.42932103,-0.41219442
1942,10,0.72854714,0.31030925
1942,11,1.2188221,0.4491411
1942,12,-0.085437388,0.64014679
1943,1,2.2568348,-0.7057756
1943,2,1.7996513,1.2425169
1943,3,-1.8618141,-1.8162837
1943,4,-0.3001275,1.357296
1943,5,1.0936176,-0.75749509
1943,6,2.1903995,-0.5477274
1943,7,0.77989165,0.17561004
1943,8,1.6868925,0.58010206
1943,9,-1.2516554,0.21792611
1943,10,-0.77447253,0.13302307
1943,11,-1.7104605,-0.15391676
1943,12,-0.65101536,0.64252601
1944,1,2.003177,1.5219295
1944,2,3.1558609,-0.25238744
1944,3,-0.43663561,-2.0751426
1944,4,-0.77486115,-1.0788639
1944,5,1.5981544,0.75850705
1944,6,1.9237564,-0.72484248
1944,7,-0.00039541446,-0.5977416
1944,8,0.23085947,-0.083115609
1944,9,0.55614283,0.37768782
1944,10,0.2429413,1.0208075
1944,11,-0.18482703,-0.20397967
1944,12,-2.084901,-0.41935505
1945,1,0.54577578,0.90307938
1945,2,1.729769,0.65536272
1945,3,4.576841,1.5207171
1945,4,1.0095131,-1.0485918
1945,5,-1.5448096,-0.96961705
1945,6,-0.18161443,-1.8571738
1945,7,-0.66768042,-0.32953834
1945,8,-0.016256684,0.098570459
1945,9,1.3539159,-0.15547628
1945,10,-0.45591771,0.33509314
1945,11,0.71895499,-0.20022386
1945,12,-2.9240139,-1.3380734
1946,1,2.05567,1.0217773
1946,2,2.2087832,0.18859507
1946,3,3.7851338,2.54194
1946,4,1.4607194,2.0320317
1946,5,-0.77609002,-0.83727656
1946,6,-0.14437986,-0.24032642
1946,7,-0.17182328,0.13198127
1946,8,-1.0129657,-0.35470212
1946,9,-0.35081783,0.040878107
1946,10,1.111458,-0.89923238
1946,11,1.995507,-0.68952783
1946,12,2.7489967,1.9834244
1947,1,3.4821303,0.93122006
1947,2,-3.2667671,-0.92772711
1947,3,-4.0494429,-1.0265989
1947,4,0.7614972,-0.27722145
1947,5,-0.62394892,0.073557052
1947,6,-0.13918938,-1.3084244
1947,7,-1.580684,-0.10594581
1947,8,2.0238474,0.73995936
1947,9,1.1512898,0.95128289
1947,10,3.4384562,2.4403226
1947,11,-1.7393431,-2.0325278
1947,12,0.69005172,0.41742662
1948,1,-2.3594238,-0.18901455
1948,2,0.82223388,-1.7513668
1948,3,0.87376893,-2.2256193
1948,4,2.1889231,0.77741293
1948,5,0.12269596,0.04320896
1948,6,0.73094043,-0.017458022
1948,7,0.39152411,-0.42210302
1948,8,-0.13878829,0.049235689
1948,9,-0.16135677,1.0906789
1948,10,-1.1023274,-0.12010639
1948,11,1.0498092,-0.40159111
1948,12,2.0710211,-0.3105145
1949,1,4.5465089,-3.5228306
1949,2,2.9810797,-2.2016664
1949,3,-0.32595971,-0.51985106
1949,4,-0.86443743,0.95103136
1949,5,1.0922435,0.77294541
1949,6,0.80193893,0.10813356
1949,7,0.77209499,0.064772385
1949,8,-0.13425344,0.1840651
1949,9,-1.5502028,-0.074719633
1949,10,2.2984452,-0.59959627
1949,11,-0.45493111,2.5744515
1949,12,1.9382143,0.14535638
1950,1,7.0232769,-1.447992
1950,2,2.6927315,0.53987524
1950,3,-1.6108788,-1.5587677
1950,4,-1.9841023,-1.2680006
1950,5,1.2313721,-0.98084037
1950,6,0.13265,-0.51631942
1950,7,-1.4697188,-1.302782
1950,8,-1.3086858,-0.99286695
1950,9,-0.89636932,-0.36897691
1950,10,2.2728951,1.80052
1950,11,-2.7484915,-0.26366874
1950,12,-2.410476,1.2481143
1951,1,2.1986451,0.033353699
1951,2,1.0976466,0.1534662
1951,3,-0.29752586,-2.3030029
1951,4,-1.4309314,-0.65024847
1951,5,0.18649463,0.27916312
1951,6,0.20391746,-1.4853236
1951,7,0.17502116,-0.028817723
1951,8,1.0898152,-0.3850978
1951,9,-0.045887864,-0.32209661
1951,10,1.3652936,-0.39247183
1951,11,-3.2134273,-1.7060835
1951,12,1.3025669,-1.0026749
1952,1,5.0156009,0.49814359
1952,2,2.7463964,0.47507465
1952,3,-0.8132769,-2.4953734
1952,4,-0.87708378,0.68110002
1952,5,0.33974426,0.11916197
1952,6,3.0744515,0.61477349
1952,7,1.1842232,-0.1560465
1952,8,0.46248059,0.38631688
1952,9,-0.52545785,1.1383232
1952,10,-2.5835829,0.076731962
1952,11,-0.67735077,-1.1437278
1952,12,0.35935391,0.8898187
1953,1,3.7920297,3.9640757
1953,2,2.1068378,0.94174667
1953,3,1.6161096,1.0562892
1953,4,-1.3886512,-1.3228258
1953,5,1.6916717,-1.1908178
1953,6,2.5417927,0.30293554
1953,7,0.26299564,0.17619309
1953,8,0.36264115,0.04643811
1953,9,0.49003784,0.97064029
1953,10,1.4422153,1.2748903
1953,11,-0.61366649,1.659562
1953,12,-0.082052544,1.1124604
1954,1,2.286156,0.2072557
1954,2,4.0564535,4.2391002
1954,3,-0.76652556,-1.5038384
1954,4,2.7382461,1.0564795
1954,5,-2.225155,-0.63640329
1954,6,1.4601449,-0.38234634
1954,7,1.8833646,0.68463483
1954,8,1.9882004,-0.41562514
1954,9,2.2400024,0.71072113
1954,10,1.12477,0.22550414
1954,11,-1.0854553,1.8775533
1954,12,0.014225774,1.3966663
1955,1,1.1687771,-0.1128966
1955,2,0.9589357,-2.2475771
1955,3,1.1072685,-1.6956447
1955,4,2.2649987,0.4973252
1955,5,1.4460238,0.239307
1955,6,-1.9297494,-0.90536137
1955,7,0.89488299,0.21152138
1955,8,0.96067622,0.95349482
1955,9,1.5157598,0.47016623
1955,10,-0.017779409,0.74609468
1955,11,-1.4185184,-2.476664
1955,12,-0.57655615,-0.40151382
1956,1,0.0575233,1.0160613
1956,2,2.8681209,-1.9052877
1956,3,-0.16271658,-0.67712956
1956,4,-1.0776495,-1.0210389
1956,5,1.3998893,0.66939277
1956,6,0.042458182,1.0949083
1956,7,0.1061081,-0.42560081
1956,8,0.74761561,-0.39593833
1956,9,-0.49871662,0.46275643
1956,10,1.9214204,0.98770827
1956,11,-1.0665439,-0.85236731
1956,12,4.0657943,1.6263073
1957,1,1.41173,-1.93303
1957,2,4.3079362,1.6324837
1957,3,-0.85523089,-0.054914053
1957,4,0.91385447,-0.5599945
1957,5,0.68233129,-0.43104366
1957,6,0.56565678,-0.14865034
1957,7,0.2393438,0.39824293
1957,8,0.044408516,-0.24611639
1957,9,-0.21865875,-0.096846394
1957,10,-1.8154532,-1.0420251
1957,11,-0.19199483,-0.97563263
1957,12,1.926705,2.8950929
1958,1,-0.52874146,1.8800565
1958,2,-3.9768351,-0.201516
1958,3,-2.9407574,-1.9219477
1958,4,-0.15609676,-0.50500383
1958,5,0.27264467,1.5249754
1958,6,-0.1718319,-0.30865088
1958,7,-0.16773788,-0.61093542
1958,8,0.02843352,0.92096581
1958,9,0.35796649,0.52650552
1958,10,-0.22965583,0.56816909
1958,11,1.1829653,0.4026295
1958,12,-2.0638177,0.56933604
1959,1,-0.038364625,0.10378235
1959,2,1.3525225,-1.2259533
1959,3,-0.93618455,0.15272086
1959,4,0.061835234,0.2154638
1959,5,1.8461931,-0.26400594
1959,6,0.017140147,0.88489984
1959,7,-0.35223826,0.027659299
1959,8,1.0552962,0.43092449
1959,9,0.70681828,-0.092855534
1959,10,0.88777728,-0.67725216
1959,11,-2.1468134,-1.8302396
1959,12,1.3437598,2.2502818
1960,1,1.6044237,-0.3682396
1960,2,-1.5088152,-1.8180256
1960,3,-6.4833611,-2.3176111
1960,4,1.1295432,0.60966348
1960,5,-1.1192298,-0.40923267
1960,6,0.018558534,0.27509543
1960,7,-0.18041552,0.31978319
1960,8,0.48320404,0.0033009672
1960,9,1.0595197,0.94588734
1960,10,1.129397,0.36176833
1960,11,0.026848274,0.51889282
1960,12,-2.3998353,-0.66430912
1961,1,-1.1499143,0.63914992
1961,2,2.587595,1.9040174
1961,3,1.5310053,0.96758122
1961,4,-2.470913,-1.1519612
1961,5,-1.6316232,-0.40698166
1961,6,-1.3451953,1.084305
1961,7,-0.84363113,-0.025490657
1961,8,-0.7299072,0.79104733
1961,9,0.59584276,-1.0505766
1961,10,-0.0077330181,-0.12219081
1961,11,0.20304317,-1.0633073
1961,12,-0.11511274,-0.81372258
1962,1,-0.61828303,-1.4568107
1962,2,3.3196411,-0.044826599
1962,3,-2.1881232,-2.0652623
1962,4,-1.421143,0.77211585
1962,5,3.1362025,0.44011252
1962,6,-0.059825891,-0.44794715
1962,7,0.077029581,-1.0854465
1962,8,0.42374477,-0.073675559
1962,9,-0.53593828,-0.076354759
1962,10,1.5159282,1.1435959
1962,11,-1.2083281,1.2007992
1962,12,-1.5371182,1.2777998
1963,1,-2.3169713,-2.7783039
1963,2,-2.6594583,1.0071584
1963,3,1.9456442,1.074207
1963,4,1.4904535,0.18578277
1963,5,0.20599779,0.47022076
1963,6,0.36785453,-0.013455419
1963,7,-0.57223184,0.1576148
1963,8,0.0046471437,0.095442737
1963,9,-0.25158499,1.4704846
1963,10,2.7295238,3.0142452
1963,11,0.26683731,1.2977989
1963,12,-4.9593692,-1.7866199
1964,1,1.1784091,1.2692326
1964,2,-1.4005685,-0.99886482
1964,3,-0.50864694,-1.934929
1964,4,1.2155221,-0.24563592
1964,5,1.1079273,0.48597228
1964,6,0.70661747,-0.62755742
1964,7,-0.27781891,0.7564405
1964,8,-0.33487926,-0.83320373
1964,9,0.0054513887,-0.58281748
1964,10,-1.6791458,0.32232164
1964,11,1.5590602,-0.19828691
1964,12,0.81437812,-0.65057175
1965,1,2.0667684,1.0009148
1965,2,-0.083535583,-0.92733893
1965,3,-3.1983094,-3.5996568
1965,4,1.5345093,0.18186988
1965,5,2.0093615,-0.22919598
1965,6,-0.41515069,-1.050787
1965,7,-0.46413513,-0.50135507
1965,8,-0.26132633,-0.50714449
1965,9,0.53372737,-2.140469
1965,10,-0.57287946,0.89278021
1965,11,1.5977853,1.3449385
1965,12,1.8775103,1.9694776
1966,1,-1.5726977,-1.8558859
1966,2,-0.37184128,-1.7309371
1966,3,-0.13186844,0.85055466
1966,4,-0.59488275,-0.7894486
1966,5,-0.76551424,0.18955733
1966,6,-0.8420279,-0.31871943
1966,7,1.0024487,0.73563515
1966,8,-0.9351443,-0.54824571
1966,9,-0.97516983,0.44487653
1966,10,-1.2614719,-0.43839952
1966,11,0.52795855,0.48298986
1966,12,-0.1351163,0.31161059
1967,1,2.3154143,1.9577886
1967,2,-1.3336838,-0.30849319
1967,3,2.1094084,0.66886947
1967,4,2.1509912,-0.69662032
1967,5,-1.2832828,-1.4549308
1967,6,-0.19175018,-0.65441278
1967,7,-1.7829111,-0.25168455
1967,8,-1.8480785,0.036948072
1967,9,-2.3373256,0.5222903
1967,10,-0.66071535,0.097950468
1967,11,-1.7887408,0.15481427
1967,12,1.6632161,-0.5272049
1968,1,-0.41541585,-0.24207784
1968,2,-3.0599262,0.1549776
1968,3,-0.52112335,1.4262796
1968,4,0.44547066,-0.57171773
1968,5,-0.95404906,-1.1834924
1968,6,0.24629083,-0.24090741
1968,7,-0.45853995,-0.41495334
1968,8,0.48934049,-1.117416
1968,9,-0.83936395,-0.19685172
1968,10,0.24382682,0.37173812
1968,11,-1.1132324,-0.30607221
1968,12,-1.2874199,-1.3656608
1969,1,0.46757902,-0.59931399
1969,2,-0.073969224,-0.80839735
1969,3,-3.7852347,-3.0069287
1969,4,0.50206739,1.0157533
1969,5,0.05604991,0.79240403
1969,6,0.17277751,-1.1416263
1969,7,1.0390187,0.016665815
1969,8,-0.58912633,0.97439157
1969,9,-0.59311935,0.90925699
1969,10,0.16635483,-2.0779654
1969,11,-1.725465,0.1983343
1969,12,-1.220451,1.1705606
1970,1,-2.53832,-0.94862193
1970,2,-0.63551894,1.1973811
1970,3,-1.5298234,-1.9031305
1970,4,1.1751988,-1.508333
1970,5,0.87571202,0.2071047
1970,6,-0.39403531,0.33992194
1970,7,-0.34906598,0.34825884
1970,8,0.37619623,0.85801943
1970,9,1.9034811,-0.46932834
1970,10,0.28570866,-1.2711162
1970,11,-1.5825947,-0.19308041
1970,12,2.0820625,0.29567001
1971,1,0.60231129,-0.20476034
1971,2,-0.1570549,-0.099069668
1971,3,-2.1921984,-0.83810003
1971,4,-0.56348626,-0.42881585
1971,5,-1.6652539,-0.78537737
1971,6,1.1713311,0.19572423
1971,7,-0.96484232,-0.63192485
1971,8,-0.80945354,0.38384534
1971,9,1.0436587,-0.47814363
1971,10,2.9871561,-0.095325982
1971,11,-0.48526573,-0.16437527
1971,12,4.4374228,-0.060594788
1972,1,2.6233279,-0.3749138
1972,2,0.068223465,-0.3740995
1972,3,0.15871916,1.5168751
1972,4,0.20275406,-0.33059282
1972,5,-0.33269394,0.31330884
1972,6,-0.98928485,0.06327989
1972,7,-0.88196462,-0.86932499
1972,8,-0.0023300226,-0.077149161
1972,9,1.4253904,-0.48945634
1972,10,-0.50039046,-0.96168758
1972,11,-2.0120771,-1.5142946
1972,12,0.63631043,-1.9619652
1973,1,0.7227009,0.01204563
1973,2,-0.46935356,-0.074929913
1973,3,2.9067579,1.2094373
1973,4,-1.368276,-1.2756112
1973,5,-1.3699327,-0.25875525
1973,6,0.36080563,0.090006744
1973,7,0.15352184,-0.28697826
1973,8,-0.183608,0.50277297
1973,9,1.2086344,-0.3218348
1973,10,2.0959168,0.88602926
1973,11,1.796284,-0.0075033982
1973,12,-0.04429916,0.91016229
1974,1,4.5222025,-0.064737362
1974,2,1.2642338,0.3899023
1974,3,2.5667461,1.0694682
1974,4,0.10274985,0.27977477
1974,5,0.72240955,-0.12811737
1974,6,-1.8434678,0.46259159
1974,7,-0.074801882,0.35050208
1974,8,-0.62417525,-1.0344624
1974,9,-2.2172467,-0.89916
1974,10,-0.89972972,0.22539336
1974,11,-0.35827754,0.3358128
1974,12,0.40253862,0.96731488
1975,1,3.3316396,1.1326351
1975,2,1.4733338,-1.2005524
1975,3,-1.4693271,-1.7079816
1975,4,-1.0503059,-2.6311076
1975,5,1.3608413,-0.27317846
1975,6,0.00014675424,-0.7422857
1975,7,-0.58650845,0.23912286
1975,8,0.48663278,-0.53025538
1975,9,-1.658344,-0.60505247
1975,10,0.88070389,0.28243229
1975,11,0.78193733,0.088696941
1975,12,0.28588346,1.0961564
1976,1,-0.42175477,0.4708493
1976,2,4.4836266,2.7679912
1976,3,2.3179859,-0.37739543
1976,4,0.3383301,0.48693507
1976,5,-2.1529871,-0.20846069
1976,6,-1.0166241,-0.36879664
1976,7,-0.64935486,-0.33547272
1976,8,-0.98189052,-0.5065584
1976,9,-1.016999,0.22742367
1976,10,-3.0642469,-1.9241382
1976,11,-4.3897164,-1.3825524
1976,12,-1.9964885,-0.38106154
1977,1,-5.9290695,-2.8165029
1977,2,-0.32454897,1.7490815
1977,3,1.9536783,0.59711608
1977,4,1.551642,1.6456574
1977,5,1.7591451,0.61147477
1977,6,0.73761802,1.1383299
1977,7,1.0559201,0.23100338
1977,8,0.31375295,-0.2217233
1977,9,1.3597739,0.63012856
1977,10,-1.0851702,0.27867451
1977,11,0.86865137,0.1581611
1977,12,-0.75394721,0.66379011
1978,1,-4.1735982,-1.5038117
1978,2,-5.3301748,-2.6485214
1978,3,-2.2531263,0.28856881
1978,4,0.67664088,0.19186618
1978,5,-0.34086043,-0.23378332
1978,6,0.46187203,0.20225514
1978,7,0.58450141,0.016456857
1978,8,0.357363,-0.21319375
1978,9,1.6658939,0.50608835
1978,10,-0.63310593,0.49494814
1978,11,1.9363289,-1.0968487
1978,12,0.47173558,-1.9375356
1979,1,-3.5968075,-4.3873566
1979,2,-3.2446947,-3.2175953
1979,3,0.53915985,0.043058892
1979,4,-0.11127034,-0.70604209
1979,5,-0.52024901,-0.63725872
1979,6,-0.63897428,-0.3292077
1979,7,-0.63741246,-0.031721053
1979,8,-0.18141438,-0.51724746
1979,9,-0.53682921,1.2957424
1979,10,0.087600431,0.90253568
1979,11,-0.71427982,-1.2987919
1979,12,0.536782,2.4431044
1980,1,1.7533076,0.49536564
1980,2,-2.4694217,-0.12648879
1980,3,-1.7929143,-1.1635907
1980,4,-0.99970708,0.65153747
1980,5,0.16971392,0.1879206
1980,6,0.31407028,0.1255138
1980,7,2.0679047,0.96792186
