Year,Month,TminIn,TmaxIn,TminOut,TmaxOut,TavgIn,TavgOut
1863,8,0.60423982,-0.74784654,-0.20710582,-0.67228168,-1.0368253,-0.59624493
1863,9,-1.5962791,-1.7491325,-1.2073122,-1.4961922,-1.9112415,-0.62580019
1863,10,-1.1453784,-1.6759125,-1.8078885,-2.0087876,-4.2039876,-2.9068062
1863,11,-0.15109129,0.23712076,-1.0620013,0.04361634,-1.0363849,-1.3938378
1863,12,-0.087937996,-0.77647913,-0.31200656,-0.60296923,-0.67925113,-1.3022848
1864,1,-1.5079286,-0.88704211,-2.113584,-0.86119896,-1.3458225,-0.71655065
1864,2,0.81212032,0.11931102,-0.14587106,0.047539838,0.48375618,0.84871024
1864,3,-1.6887586,-0.81965381,-1.5367587,-0.35256869,-2.4668741,-0.77341801
1864,4,-1.1535189,-2.534271,-1.1349885,-2.1089044,-2.9319963,-0.4712519
1864,5,0.36327872,-0.092452265,0.10333952,0.22497509,-1.0038184,1.2736943
1864,6,-0.46486193,-0.16986449,-0.24048305,0.18238996,-0.57057577,0.067452781
1864,7,-0.46663687,-0.26353624,-0.86468625,-0.25010934,-0.073215686,0.29823858
1864,8,-0.10304721,-0.0079305191,-0.58905965,-0.15815656,-0.79374075,0.60302126
1864,9,-0.1002206,-1.5720116,-0.048133478,-0.88677365,-0.54291499,-0.2325577
1864,10,-1.4299754,-2.3246126,-1.9976016,-2.3036838,-3.1759682,-2.3454247
1864,11,-0.93452489,-0.89501321,-1.3967493,-0.61686093,-0.86050624,-1.5188892
1864,12,-2.3440638,-1.687933,-2.4130824,-1.3067127,-1.4781227,-2.2755537
1865,1,-2.1103759,-0.84781647,-1.812834,-0.48824862,-2.4946492,-1.6496904
1865,2,0.80681473,-0.38907331,0.10472703,-0.4744007,0.5896402,-1.3802695
1865,3,-0.32154137,0.37023962,-0.46561477,0.71015334,0.37445831,-1.3379507
1865,4,0.13630234,-0.10015229,-0.18271887,0.070193917,-0.56548119,-1.1669865
1865,5,-0.5425635,-0.54565626,-0.84027624,-0.54522377,-0.62256068,1.6325811
1865,6,0.94721675,1.5259162,0.62850404,1.355504,0.53663939,0.68665355
1865,7,-0.70779759,-1.8694191,-0.71496159,-2.0243542,-0.69370246,-0.99128944
1865,8,-1.2148211,-1.0982337,-1.3517206,-1.0717933,-0.68492299,0.1118205
1865,9,1.8553355,1.1920949,1.7622482,1.3813883,1.7350624,1.1948917
1865,10,-0.059232228,-0.96541399,-0.70666343,-1.464384,-1.1257179,-0.82268721
1865,11,-0.2133996,0.7343049,-0.08312922,0.82663518,-0.31786618,1.0620329
1865,12,-2.1132777,-0.61088383,-2.1193826,-0.6924721,-0.42259052,-3.860353
1866,1,-1.0491098,0.41443899,-0.73927236,0.077174298,0.38826025,-0.79851699
1866,2,-1.9567811,-0.23275341,-2.362546,-0.53267759,-1.5665548,-1.662997
1866,3,-2.050123,-2.0721347,-2.0067055,-1.9334667,-0.66169572,-0.78512204
1866,4,-0.70339513,-0.19024873,-0.66549879,-0.037971705,0.71478873,0.11709856
1866,5,-1.5379274,-1.656471,-1.6044242,-1.4188876,-1.4219142,-0.69898897
1866,6,-0.93164074,-0.12572548,-0.70119846,-0.16910414,-0.95125777,-0.95087183
1866,7,0.076724745,0.82710499,0.24702017,0.43578342,0.10427519,0.2802386
1866,8,-1.8950554,-2.6853867,-1.7908925,-2.7323105,-1.7467978,-1.390002
