-0.0995349,-0.1219737,-0.1426994,-0.1642209,-0.1878086,-0.2110912,-0.2346325,-0.257705,-0.2795546,-0.3019628,-0.3216699,-0.3398744,-0.3580561,-0.3722384,-0.3847496,-0.392567,-0.3937094,-0.3906128,-0.3829466,-0.3669008,-0.3451254,-0.3161047,-0.2800556,-0.2345063,-0.1846795,-0.1353313,-0.07926165,-0.02000263,0.04261854,0.1010982,0.1526074,0.2000282,0.2470674,0.2887928,0.3262002,0.3597845,0.389177,0.4113623,0.4271601,0.4374187,0.4393832,0.4348125,0.4239719,0.4039158,0.3820352,0.3540771,0.3197642,0.2851241,0.2491941
-0.01926709,-0.04526101,-0.07301939,-0.09873614,-0.1255009,-0.1517892,-0.1781597,-0.2042976,-0.231089,-0.2581353,-0.2816844,-0.3032108,-0.3248076,-0.3460655,-0.3637176,-0.3797417,-0.3940658,-0.4003054,-0.3999392,-0.391726,-0.3746305,-0.3500117,-0.3144831,-0.2712809,-0.2187279,-0.1545355,-0.09557717,-0.03894387,0.02422709,0.08684213,0.1424509,0.1938457,0.2456389,0.2939541,0.3378829,0.3824197,0.4199015,0.4495296,0.4708357,0.4863435,0.4863614,0.4780945,0.4642342,0.4440115,0.4180793,0.3837721,0.3471047,0.3099151,0.2705462
0.06702986,0.03807894,0.009071322,-0.02215697,-0.05394784,-0.08387557,-0.1137918,-0.1434229,-0.1768391,-0.2065706,-0.2361366,-0.2637301,-0.2913569,-0.3173185,-0.3413965,-0.358615,-0.3759959,-0.3893462,-0.3992769,-0.398101,-0.3834643,-0.3599749,-0.3310402,-0.2885703,-0.2400847,-0.1867581,-0.1290562,-0.07121339,-0.009719268,0.05497079,0.1167943,0.1737569,0.2283295,0.2804066,0.3273678,0.3696536,0.4145138,0.449808,0.4711897,0.4875849,0.491789,0.4850256,0.4693847,0.4492904,0.4237193,0.3951726,0.3606975,0.3240283,0.2859423
0.1534774,0.1279979,0.09811452,0.06120254,0.02737715,-0.008232353,-0.04394763,-0.08047952,-0.1175271,-0.1557021,-0.1909302,-0.221511,-0.2539403,-0.2834044,-0.3128285,-0.3389591,-0.3586252,-0.3763897,-0.3863993,-0.3893954,-0.3827269,-0.3711716,-0.3460857,-0.3138104,-0.2719259,-0.22456,-0.1622178,-0.09990911,-0.03698485,0.02462372,0.08613075,0.1473084,0.2005247,0.2562017,0.3160778,0.360035,0.4009703,0.4296552,0.4518203,0.4674743,0.4758508,0.4671242,0.4489576,0.4301399,0.4116006,0.3863523,0.357143,0.326036,0.2951637
0.2489214,0.2277521,0.1974342,0.1587144,0.1177328,0.06979015,0.02464006,-0.0194896,-0.06327128,-0.10334,-0.1480745,-0.1864332,-0.2234682,-0.2579757,-0.2900383,-0.3175828,-0.3400466,-0.3572332,-0.3683269,-0.3720823,-0.3762877,-0.3721848,-0.3575607,-0.3266172,-0.2860531,-0.2383094,-0.1857192,-0.1235004,-0.06045651,0.006645469,0.06499656,0.122777,0.1813154,0.2331592,0.2792103,0.3240168,0.3570881,0.3823179,0.4027048,0.4170935,0.4224873,0.4194989,0.4067586,0.3954375,0.3745529,0.3532244,0.3347252,0.3202052,0.3089744
0.3152206,0.2974715,0.2734393,0.2430924,0.202384,0.1559245,0.09966465,0.04429935,-0.008573102,-0.06099257,-0.1088003,-0.155204,-0.1958413,-0.2327669,-0.268899,-0.2958129,-0.3204942,-0.3391904,-0.3552295,-0.3618796,-0.365461,-0.3625287,-0.3496203,-0.32823,-0.2914289,-0.2514302,-0.1998247,-0.1375061,-0.06772411,-0.004053779,0.05497918,0.1094746,0.1565619,0.2001387,0.2393383,0.270357,0.2961876,0.326004,0.3464581,0.3640748,0.3720611,0.370751,0.3585819,0.3497086,0.3407198,0.3334049,0.3222266,0.3126839,0.3031047
0.3262753,0.3188929,0.3035422,0.2815223,0.2537135,0.214852,0.1640275,0.1089744,0.04829897,-0.01210934,-0.06797367,-0.1216508,-0.1691139,-0.2096861,-0.2418517,-0.2708025,-0.2927241,-0.3138381,-0.3282287,-0.3382251,-0.3437412,-0.3402765,-0.3320493,-0.3128088,-0.2845772,-0.2471164,-0.1889004,-0.1327999,-0.07089148,-0.01215969,0.04058763,0.08820425,0.1227417,0.1560884,0.1908447,0.2206651,0.2484532,0.2752978,0.2954339,0.3141644,0.3267797,0.3328312,0.3272206,0.3192963,0.3186145,0.3136849,0.309435,0.3028733,0.295094
0.3378358,0.3238755,0.3117874,0.2933909,0.2746733,0.2461018,0.209429,0.1589211,0.102448,0.04026239,-0.0238717,-0.08570983,-0.1383305,-0.1797311,-0.2162066,-0.2480031,-0.2723856,-0.2955296,-0.3117546,-0.3180147,-0.3201869,-0.3168331,-0.3043646,-0.2845069,-0.2563369,-0.2193409,-0.1715987,-0.1220148,-0.07343277,-0.02448211,0.01950782,0.058246,0.09390583,0.121194,0.1477039,0.1733656,0.205378,0.2339207,0.2570441,0.2782097,0.2878239,0.2962091,0.2952144,0.2945341,0.2926541,0.295004,0.2950344,0.2919223,0.2818345
0.3322029,0.3218288,0.3126069,0.2950597,0.2727529,0.2497595,0.2211826,0.183503,0.1373069,0.07924136,0.01407273,-0.05310734,-0.111225,-0.1602369,-0.1974981,-0.2351285,-0.2645827,-0.2868597,-0.2994767,-0.3074858,-0.30597,-0.2904948,-0.2744256,-0.2572438,-0.2332112,-0.1954439,-0.1555092,-0.1162504,-0.07293706,-0.03749301,-0.0039319,0.03074319,0.06359269,0.09369092,0.1167739,0.1433351,0.1687722,0.191743,0.2193934,0.2420629,0.2558383,0.2633545,0.2713835,0.2720976,0.274379,0.2803719,0.2822489,0.2709981,0.2599554
0.3223473,0.3145438,0.2962894,0.276823,0.2563627,0.237046,0.2135737,0.1833986,0.1425596,0.08861595,0.03125146,-0.03443729,-0.09471875,-0.1432583,-0.1882114,-0.2269892,-0.2552,-0.2758779,-0.2876125,-0.2926206,-0.2908342,-0.2787074,-0.2568285,-0.226786,-0.2038569,-0.1775871,-0.1532699,-0.1144006,-0.07743488,-0.04382309,-0.01078869,0.02134048,0.04693703,0.07431143,0.1025841,0.1218378,0.1384074,0.1618857,0.1850003,0.2103458,0.224156,0.2390417,0.250002,0.2557242,0.2619284,0.2616721,0.2580687,0.2483996,0.2357649
